,ItinID,FarePerMile,Coupons,Origin,RoundTrip,OnLine,RPCarrier,Passengers,ItinFare,BulkFare,Distance,DistanceGroup,MilesFlown,OriginState
1624832,201614110984,0.3963,2,MDW,1.0,1.0,WN,3.0,321.0,0.0,810.0,2,810.0,IL
197774,20161704002,0.4369,2,ORD,1.0,0.0,AA,1.0,429.0,0.0,982.0,2,982.0,IL
1660979,201614116478,0.2903,2,MDW,1.0,1.0,WN,2.0,367.0,0.0,1264.0,3,1264.0,IL
2667945,201612535398,0.4072,2,ORD,1.0,1.0,MQ,1.0,408.0,0.0,1002.0,3,1002.0,IL
423052,201612422511,0.2145,2,ORD,1.0,1.0,G7,1.0,260.0,0.0,1212.0,3,1212.0,IL
1425330,201614100660,0.4474,2,MDW,0.0,1.0,WN,1.0,400.0,0.0,894.0,2,894.0,IL
3091100,201613499002,0.0787,3,ORD,1.0,0.0,UA,1.0,275.0,0.0,3494.0,7,3494.0,IL
1610344,201613048398,0.5931,2,ORD,1.0,0.0,S5,1.0,478.0,0.0,806.0,2,806.0,IL
1083319,201613521314,0.2935,1,ORD,0.0,1.0,UA,4.0,297.0,0.0,1012.0,3,1012.0,IL
292052,20161719157,0.1362,2,ORD,0.0,0.0,AA,2.0,265.0,0.0,1945.0,4,1945.0,IL
3138454,201612270913,0.1915,3,MDW,0.0,0.0,EV,1.0,318.0,0.0,1661.0,4,1661.0,IL
1091009,201612864609,0.3235,1,ORD,0.0,1.0,OO,18.0,198.0,0.0,612.0,2,612.0,IL
1383126,20161681840,0.2569,2,ORD,0.0,1.0,AA,1.0,270.0,0.0,1051.0,3,1051.0,IL
165442,201613504203,0.1836,2,ORD,1.0,1.0,UA,30.0,369.0,0.0,2010.0,5,2010.0,IL
2653898,201611933044,0.1493,2,ORD,1.0,1.0,DL,32.0,181.0,0.0,1212.0,3,1212.0,IL
1371612,201614099447,0.1212,2,MDW,0.0,1.0,WN,2.0,144.0,0.0,1188.0,3,1188.0,IL
1474022,20161713947,0.1319,2,ORD,1.0,1.0,AA,9.0,380.0,0.0,2880.0,6,2880.0,IL
3106037,201614109301,0.1389,3,MDW,1.0,1.0,WN,1.0,483.0,0.0,3478.0,7,3478.0,IL
1628583,201613478803,0.2934,2,ORD,1.0,1.0,UA,2.0,240.0,0.0,818.0,2,818.0,IL
1409230,20161703426,0.1463,2,ORD,1.0,1.0,AA,3.0,294.0,0.0,2010.0,5,2010.0,IL
1190301,201612616495,0.1328,1,ORD,0.0,1.0,NK,1.0,201.0,0.0,1514.0,4,1514.0,IL
3476842,201614098496,0.169,4,MDW,1.0,1.0,WN,1.0,384.0,0.0,2272.0,5,2272.0,IL
1454600,201614564589,0.2546,2,ORD,1.0,1.0,YX,1.0,440.0,0.0,1728.0,4,1728.0,IL
2845087,20161707185,0.2953,2,ORD,1.0,1.0,AA,2.0,707.0,0.0,2394.0,5,2394.0,IL
1257910,201612364351,0.1336,1,ORD,0.0,1.0,F9,2.0,167.0,0.0,1250.0,3,1250.0,IL
1454057,201613493945,0.2764,2,ORD,0.0,0.0,UA,1.0,440.0,0.0,1592.0,4,1592.0,IL
2757829,201614562628,0.7873,2,ORD,1.0,0.0,YX,1.0,644.0,0.0,818.0,2,818.0,IL
785954,201612617133,0.0895,2,ORD,0.0,1.0,NK,1.0,116.0,0.0,1296.0,3,1296.0,IL
1048777,20161694470,0.22,1,ORD,0.0,1.0,AA,3.0,260.0,0.0,1182.0,3,1182.0,IL
1266710,20161695724,0.1932,1,ORD,0.0,1.0,AA,1.0,143.0,0.0,740.0,2,740.0,IL
804906,2016161871,0.2028,2,ORD,0.0,0.0,9E,1.0,206.0,0.0,1016.0,3,1016.0,IL
3207532,201614099787,0.2224,3,MDW,1.0,1.0,WN,1.0,376.0,0.0,1691.0,4,1691.0,IL
169484,201613519087,0.09,2,ORD,1.0,0.0,UA,1.0,373.0,0.0,4144.0,9,4144.0,IL
3247751,201613492826,0.4852,3,ORD,1.0,0.0,UA,1.0,606.0,0.0,1249.0,3,1249.0,IL
1048781,20161704473,0.2172,1,ORD,0.0,1.0,AA,7.0,260.0,0.0,1197.0,3,1197.0,IL
750718,201611934259,0.419,2,ORD,0.0,1.0,DL,1.0,424.0,0.0,1012.0,3,1012.0,IL
3126951,201612292029,0.1717,3,ORD,1.0,0.0,EV,1.0,251.0,0.0,1462.0,3,1462.0,IL
35246,20161692658,0.4633,2,ORD,0.0,1.0,AA,1.0,486.0,0.0,1049.0,3,1049.0,IL
697721,201613045670,0.1924,2,ORD,1.0,0.0,S5,1.0,376.0,0.0,1954.0,4,1954.0,IL
993691,201613488437,0.1574,1,ORD,0.0,1.0,UA,1.0,186.0,0.0,1182.0,3,1182.0,IL
1123927,201613500768,0.4243,1,ORD,0.0,1.0,UA,1.0,311.0,0.0,733.0,2,733.0,IL
3099076,201613521462,0.2331,3,ORD,1.0,0.0,UA,1.0,431.0,0.0,2337.0,5,1849.0,IL
606954,201614105969,0.1354,2,MDW,1.0,1.0,WN,8.0,316.0,0.0,2334.0,5,2334.0,IL
114698,201613506697,0.132,2,ORD,1.0,0.0,UA,1.0,221.0,0.0,1674.0,4,1674.0,IL
1050551,201614105663,0.1345,1,MDW,0.0,1.0,WN,1.0,157.0,0.0,1167.0,3,1167.0,IL
814493,201614115568,0.2659,2,MDW,1.0,1.0,WN,1.0,768.0,0.0,2888.0,6,2888.0,IL
3395536,20161689638,0.1322,4,ORD,1.0,0.0,AA,1.0,325.0,0.0,2459.0,5,2459.0,IL
1092608,201612535418,0.5204,1,ORD,0.0,1.0,MQ,1.0,102.0,0.0,196.0,1,196.0,IL
1245706,20161722063,0.08,1,ORD,0.0,1.0,AA,2.0,138.0,0.0,1726.0,4,1726.0,IL
1550797,201612868531,0.2633,2,ORD,0.0,0.0,OO,1.0,476.0,0.0,1808.0,4,1808.0,IL
1558639,201613513002,0.4141,2,ORD,1.0,1.0,UA,1.0,535.0,0.0,1292.0,3,1292.0,IL
438000,201614120889,0.2703,2,MDW,1.0,1.0,WN,1.0,539.0,0.0,1994.0,4,1994.0,IL
3026493,201613516458,0.1261,3,ORD,1.0,1.0,UA,1.0,476.0,0.0,3774.0,8,3774.0,IL
876252,201614119739,0.4781,1,MDW,0.0,1.0,WN,22.0,120.0,0.0,251.0,1,251.0,IL
1193523,201613048673,1.4964,1,ORD,0.0,1.0,S5,1.0,618.0,0.0,413.0,1,413.0,IL
221178,201612425235,0.3978,2,ORD,1.0,1.0,G7,1.0,331.0,0.0,832.0,2,832.0,IL
3283852,201612536479,0.3729,3,ORD,1.0,0.0,MQ,1.0,590.0,0.0,1582.0,4,1582.0,IL
681780,201611935224,0.559,2,ORD,0.0,0.0,DL,1.0,218.0,0.0,390.0,1,390.0,IL
1487668,201613048153,0.2142,2,ORD,1.0,1.0,S5,1.0,314.0,0.0,1466.0,3,1466.0,IL
2795750,201611936275,0.2071,2,ORD,0.0,1.0,DL,1.0,210.0,0.0,1014.0,3,1014.0,IL
1678812,201612535395,0.3743,2,ORD,1.0,1.0,MQ,1.0,375.0,0.0,1002.0,3,1002.0,IL
1534505,201614112791,0.7178,2,MDW,1.0,1.0,WN,4.0,501.0,0.0,698.0,2,698.0,IL
1052451,201614113881,0.17,1,MDW,0.0,1.0,WN,4.0,290.0,0.0,1706.0,4,1706.0,IL
1536652,201613737330,0.1113,2,ORD,1.0,1.0,VX,3.0,411.0,0.0,3692.0,8,3692.0,IL
1541072,201613481258,0.9558,2,ORD,0.0,0.0,UA,1.0,649.0,0.0,679.0,2,679.0,IL
40670,201612541069,0.2539,2,ORD,1.0,1.0,MQ,1.0,326.0,0.0,1284.0,3,1284.0,IL
253752,201613045935,0.7516,2,ORD,1.0,0.0,S5,1.0,475.0,0.0,632.0,2,632.0,IL
1630257,20161688552,0.1807,2,ORD,1.0,1.0,AA,1.0,321.0,0.0,1776.0,4,1776.0,IL
3031462,201612614946,0.1613,3,ORD,1.0,1.0,NK,1.0,325.0,0.0,2015.0,5,2015.0,IL
3070620,20161714723,0.0836,3,ORD,1.0,1.0,AA,1.0,329.0,0.0,3937.0,8,3937.0,IL
787317,201612541962,0.1148,2,ORD,1.0,0.0,MQ,1.0,287.0,0.0,2500.0,6,2500.0,IL
1366047,20161693639,0.8362,2,ORD,1.0,1.0,AA,1.0,393.0,0.0,470.0,1,470.0,IL
118489,201614105506,0.2025,2,MDW,1.0,1.0,WN,14.0,288.0,0.0,1422.0,3,1422.0,IL
990169,201612290259,0.2773,1,ORD,0.0,1.0,EV,1.0,160.0,0.0,577.0,2,577.0,IL
2639841,201612536859,0.3562,2,ORD,1.0,0.0,MQ,1.0,213.0,0.0,598.0,2,598.0,IL
3161870,201614117901,0.2518,3,MDW,1.0,1.0,WN,1.0,523.0,0.0,2077.0,5,2077.0,IL
1623456,201612831665,0.262,2,MDW,0.0,0.0,OO,1.0,361.0,0.0,1378.0,3,1378.0,IL
326711,201613047163,0.2191,2,ORD,1.0,1.0,S5,1.0,315.0,0.0,1438.0,3,1438.0,IL
292883,201613504063,0.1363,2,ORD,1.0,0.0,UA,3.0,274.0,0.0,2010.0,5,2010.0,IL
1628065,201612538924,0.2908,2,ORD,1.0,1.0,MQ,1.0,321.0,0.0,1104.0,3,1104.0,IL
1105895,201614097694,0.2664,1,MDW,0.0,1.0,WN,1.0,191.0,0.0,717.0,2,717.0,IL
1595765,201611935623,0.7213,2,ORD,1.0,0.0,DL,1.0,339.0,0.0,470.0,1,470.0,IL
565012,201613497973,0.2216,2,ORD,1.0,1.0,UA,1.0,671.0,0.0,3028.0,7,3028.0,IL
1565150,201614102068,0.5936,2,MDW,1.0,1.0,WN,1.0,336.0,0.0,566.0,2,566.0,IL
1715842,201613510622,0.1576,2,ORD,1.0,0.0,UA,2.0,454.0,0.0,2880.0,6,2880.0,IL
3033994,201614116804,0.2447,3,MDW,1.0,1.0,WN,1.0,541.0,0.0,2211.0,5,2211.0,IL
46664,201613514775,0.1575,2,ORD,1.0,0.0,UA,1.0,328.0,0.0,2082.0,5,2082.0,IL
225344,201612536593,1.5701,2,ORD,1.0,1.0,MQ,1.0,829.0,0.0,528.0,2,528.0,IL
3184907,201614564398,0.2786,3,ORD,1.0,0.0,YX,1.0,772.0,0.0,4406.0,9,2771.0,IL
997918,201613493168,0.9568,1,ORD,0.0,1.0,UA,1.0,885.0,0.0,925.0,2,925.0,IL
864262,201613513917,0.3469,2,ORD,1.0,1.0,UA,1.0,777.0,0.0,2240.0,5,2240.0,IL
3135468,201613496128,0.1182,3,ORD,1.0,1.0,UA,1.0,467.0,0.0,3951.0,8,3951.0,IL
1025184,201614097530,0.2462,1,MDW,0.0,1.0,WN,1.0,276.0,0.0,1121.0,3,1121.0,IL
3013536,201614119487,0.149,3,MDW,0.0,1.0,WN,1.0,616.0,0.0,4133.0,9,4133.0,IL
47244,201613048165,0.2237,2,ORD,1.0,1.0,S5,5.0,328.0,0.0,1466.0,3,1466.0,IL
814419,20161721908,0.1689,2,ORD,1.0,1.0,AA,1.0,700.0,0.0,4144.0,9,4144.0,IL
2948790,201613510936,0.2757,2,ORD,1.0,1.0,UA,1.0,794.0,0.0,2880.0,6,2880.0,IL
3156801,201613484049,0.1436,3,ORD,1.0,1.0,UA,1.0,435.0,0.0,3030.0,7,3030.0,IL
1126446,20161681598,0.3068,1,ORD,0.0,1.0,AA,1.0,266.0,0.0,867.0,2,867.0,IL
3092523,20161699762,0.1889,3,ORD,1.0,0.0,AA,1.0,275.0,0.0,1592.0,4,1456.0,IL
1759310,201611937037,0.0751,4,ORD,1.0,0.0,DL,1.0,273.0,0.0,3633.0,8,3633.0,IL
934185,201612862208,0.17,1,ORD,0.0,1.0,OO,1.0,103.0,0.0,606.0,2,606.0,IL
1072831,201612865106,0.1758,1,ORD,0.0,1.0,OO,2.0,141.0,0.0,802.0,2,802.0,IL
839679,201612534716,0.4866,2,ORD,1.0,1.0,MQ,2.0,398.0,0.0,818.0,2,818.0,IL
372957,201613505851,0.2222,2,ORD,1.0,0.0,UA,1.0,532.0,0.0,2394.0,5,2394.0,IL
3051495,201612293646,0.48,3,ORD,1.0,0.0,EV,1.0,493.0,0.0,1498.0,3,1027.0,IL
14388,201611936273,0.1874,2,ORD,0.0,1.0,DL,1.0,190.0,0.0,1014.0,3,1014.0,IL
441983,201614101294,0.1802,2,MDW,0.0,1.0,WN,1.0,160.0,0.0,888.0,2,888.0,IL
2244993,20161712074,0.1949,4,ORD,1.0,0.0,AA,1.0,343.0,0.0,1760.0,4,1760.0,IL
1751368,20161684185,0.2079,4,ORD,1.0,0.0,AA,1.0,326.0,0.0,1568.0,4,1568.0,IL
1069956,201613520543,0.4143,1,ORD,0.0,1.0,UA,1.0,435.0,0.0,1050.0,3,1050.0,IL
429067,201612862919,0.3008,2,ORD,1.0,1.0,OO,1.0,471.0,0.0,1566.0,4,1566.0,IL
3132550,201614105072,0.2142,3,MDW,1.0,1.0,WN,1.0,637.0,0.0,2974.0,6,2974.0,IL
574308,201614564846,0.273,2,ORD,1.0,1.0,YX,2.0,220.0,0.0,806.0,2,806.0,IL
3379377,20161691342,0.1031,4,ORD,1.0,1.0,AA,1.0,931.0,0.0,9026.0,19,9026.0,IL
1129031,201612542211,0.9225,1,ORD,0.0,1.0,MQ,1.0,238.0,0.0,258.0,1,258.0,IL
1796481,201611830070,0.0947,4,MDW,0.0,0.0,DL,1.0,243.0,0.0,2565.0,6,2565.0,IL
415158,201611068022,0.0819,2,ORD,1.0,1.0,AS,2.0,282.0,0.0,3442.0,7,3442.0,IL
1228787,201614116698,0.0977,1,MDW,0.0,1.0,WN,1.0,108.0,0.0,1105.0,3,1105.0,IL
1155518,20161719725,0.0785,1,ORD,0.0,1.0,AA,1.0,145.0,0.0,1846.0,4,1846.0,IL
2861752,201612618429,0.0385,2,ORD,1.0,1.0,NK,2.0,111.0,0.0,2880.0,6,2880.0,IL
512805,201612534205,0.2893,2,ORD,1.0,0.0,MQ,1.0,453.0,0.0,1566.0,4,1566.0,IL
2790557,201612864402,1.3068,2,ORD,1.0,0.0,OO,1.0,690.0,0.0,528.0,2,528.0,IL
955408,201613513330,0.3304,1,ORD,0.0,1.0,UA,2.0,370.0,0.0,1120.0,3,1120.0,IL
1107787,201613483230,0.5473,1,ORD,0.0,1.0,UA,1.0,486.0,0.0,888.0,2,888.0,IL
1001291,20161712410,0.1868,1,ORD,0.0,1.0,AA,80.0,269.0,0.0,1440.0,3,1440.0,IL
1618413,20161696767,0.1179,2,ORD,1.0,1.0,AA,5.0,357.0,0.0,3028.0,7,3028.0,IL
3105112,201613498253,0.1276,3,ORD,1.0,0.0,UA,1.0,413.0,0.0,3495.0,7,3237.0,IL
2170814,20161715064,0.097,4,ORD,1.0,0.0,AA,1.0,307.0,0.0,3165.0,7,3165.0,IL
3221451,20161699177,0.1055,3,ORD,1.0,0.0,AA,1.0,366.0,0.0,3506.0,8,3470.0,IL
530171,20161696471,0.0581,2,ORD,1.0,1.0,AA,1.0,176.0,0.0,3028.0,7,3028.0,IL
327283,20161683613,0.3103,2,ORD,0.0,0.0,AA,1.0,315.0,0.0,1015.0,3,1015.0,IL
1731287,201613505755,0.1729,2,ORD,1.0,1.0,UA,2.0,414.0,0.0,2394.0,5,2394.0,IL
51698,201614103887,0.2945,2,MDW,1.0,1.0,WN,1.0,354.0,0.0,1202.0,3,1202.0,IL
1488351,20161693605,0.6681,2,ORD,1.0,0.0,AA,1.0,314.0,0.0,470.0,1,470.0,IL
704132,201612535502,1.8367,2,ORD,1.0,1.0,MQ,2.0,720.0,0.0,392.0,1,392.0,IL
2939275,201614098563,0.113,2,MDW,0.0,1.0,WN,1.0,107.0,0.0,947.0,2,947.0,IL
2635413,201612363148,0.1054,2,ORD,0.0,1.0,F9,1.0,188.0,0.0,1784.0,4,1784.0,IL
2656789,201614563322,0.1019,2,ORD,1.0,0.0,YX,1.0,181.0,0.0,1776.0,4,1776.0,IL
341006,201613480926,0.1658,2,ORD,1.0,0.0,UA,1.0,252.0,0.0,1520.0,4,1520.0,IL
1142166,201612539438,0.4073,1,ORD,0.0,1.0,MQ,2.0,200.0,0.0,491.0,1,491.0,IL
471695,201612866305,0.148,2,ORD,1.0,0.0,OO,1.0,217.0,0.0,1466.0,3,1466.0,IL
217956,201612866557,1.1104,2,ORD,1.0,1.0,OO,1.0,493.0,0.0,444.0,1,444.0,IL
3378416,20161690277,0.1949,4,ORD,1.0,0.0,AA,1.0,483.0,0.0,2478.0,5,2478.0,IL
947247,20161697616,0.4495,1,ORD,0.0,1.0,AA,1.0,784.0,0.0,1744.0,4,1744.0,IL
1607155,20161695116,0.1713,2,ORD,1.0,1.0,AA,2.0,405.0,0.0,2364.0,5,2364.0,IL
907409,201613477450,0.5145,1,ORD,0.0,1.0,UA,8.0,372.0,0.0,723.0,2,723.0,IL
1662118,201613485969,0.2288,2,ORD,1.0,1.0,UA,4.0,367.0,0.0,1604.0,4,1604.0,IL
971855,20161722163,0.3111,1,ORD,0.0,1.0,AA,1.0,537.0,0.0,1726.0,4,1726.0,IL
1730865,201611830108,0.2764,2,MDW,0.0,1.0,DL,1.0,414.0,0.0,1498.0,3,1498.0,IL
620516,201613497452,0.069,2,ORD,1.0,0.0,UA,1.0,209.0,0.0,3028.0,7,3028.0,IL
1656814,201612289216,0.8481,2,ORD,1.0,0.0,EV,1.0,536.0,0.0,632.0,2,632.0,IL
3146677,20161694659,0.1606,3,ORD,1.0,0.0,AA,1.0,382.0,0.0,2400.0,5,2379.0,IL
1682838,201614562286,0.4785,2,ORD,1.0,1.0,YX,2.0,580.0,0.0,1212.0,3,1212.0,IL
1380346,201613501473,0.1842,2,ORD,1.0,0.0,UA,3.0,270.0,0.0,1466.0,3,1466.0,IL
23109,20161722443,0.1104,2,ORD,1.0,1.0,AA,6.0,381.0,0.0,3452.0,7,3452.0,IL
2149659,201613479843,0.3963,4,ORD,1.0,0.0,UA,1.0,701.0,0.0,1859.0,4,1769.0,IL
1563361,201612363709,0.194,2,ORD,1.0,1.0,F9,6.0,390.0,0.0,2010.0,5,2010.0,IL
2120635,20161689354,0.1803,4,ORD,1.0,1.0,AA,1.0,473.0,0.0,2623.0,6,2623.0,IL
751582,201613511338,0.6138,2,ORD,1.0,1.0,UA,3.0,507.0,0.0,826.0,2,826.0,IL
1733892,201614119616,0.1542,2,MDW,1.0,1.0,WN,3.0,534.0,0.0,3462.0,7,3462.0,IL
1016989,201611930655,0.6254,1,ORD,0.0,1.0,DL,1.0,379.0,0.0,606.0,2,606.0,IL
1653436,20161709345,0.4027,2,ORD,1.0,1.0,AA,1.0,269.0,0.0,668.0,2,668.0,IL
773215,201612618681,0.0482,2,ORD,1.0,1.0,NK,7.0,108.0,0.0,2240.0,5,2240.0,IL
514002,20161695652,0.2459,2,ORD,1.0,0.0,AA,1.0,425.0,0.0,1728.0,4,1728.0,IL
20890,201613513684,0.1701,2,ORD,1.0,1.0,UA,12.0,381.0,0.0,2240.0,5,2240.0,IL
3324366,201611934134,0.1316,4,ORD,1.0,0.0,DL,1.0,601.0,0.0,4568.0,10,4568.0,IL
966729,201612541875,0.1952,1,ORD,0.0,1.0,MQ,1.0,244.0,0.0,1250.0,3,1250.0,IL
625153,201612290338,0.2695,2,ORD,1.0,0.0,EV,1.0,311.0,0.0,1154.0,3,1154.0,IL
2697708,201612540841,0.3438,2,ORD,1.0,1.0,MQ,1.0,284.0,0.0,826.0,2,826.0,IL
1566607,201614118022,0.1617,2,MDW,1.0,1.0,WN,8.0,335.0,0.0,2072.0,5,2072.0,IL
3113817,201614105743,0.1569,3,MDW,1.0,1.0,WN,1.0,367.0,0.0,2339.0,5,2339.0,IL
800974,20161684028,0.2878,2,ORD,0.0,0.0,AA,1.0,194.0,0.0,674.0,2,674.0,IL
142331,201613488859,0.1252,2,ORD,1.0,1.0,UA,12.0,296.0,0.0,2364.0,5,2364.0,IL
671970,201612864550,1.2063,2,ORD,1.0,0.0,OO,1.0,579.0,0.0,480.0,1,480.0,IL
2694171,201614115091,0.1566,2,MDW,0.0,1.0,WN,1.0,284.0,0.0,1814.0,4,1814.0,IL
928722,20161716982,0.1009,1,ORD,0.0,1.0,AA,3.0,113.0,0.0,1120.0,3,1120.0,IL
297549,201611937302,0.1796,2,ORD,1.0,0.0,DL,1.0,449.0,0.0,2500.0,6,2500.0,IL
595939,201613486326,0.9702,2,ORD,1.0,0.0,UA,2.0,456.0,0.0,470.0,1,470.0,IL
876804,201612865107,0.1796,1,ORD,0.0,1.0,OO,1.0,144.0,0.0,802.0,2,802.0,IL
3284220,20161705854,0.2292,3,ORD,1.0,0.0,AA,1.0,674.0,0.0,5283.0,11,2941.0,IL
521054,20161691527,0.0636,2,ORD,1.0,1.0,AA,2.0,102.0,0.0,1604.0,4,1604.0,IL
2417433,20161712952,0.0818,4,ORD,1.0,1.0,AA,1.0,699.0,0.0,8548.0,18,8548.0,IL
1125748,201614114943,0.1842,1,MDW,0.0,1.0,WN,1.0,266.0,0.0,1444.0,3,1444.0,IL
1653450,20161688489,0.1515,2,ORD,1.0,0.0,AA,1.0,269.0,0.0,1776.0,4,1776.0,IL
129561,201612426083,0.4961,2,ORD,1.0,0.0,G7,1.0,256.0,0.0,516.0,2,516.0,IL
1688386,201613519120,0.1006,2,ORD,1.0,1.0,UA,1.0,417.0,0.0,4144.0,9,4144.0,IL
70759,201614118320,0.0684,2,MDW,1.0,1.0,WN,9.0,237.0,0.0,3466.0,7,3466.0,IL
3235373,201613478599,0.1884,3,ORD,1.0,0.0,UA,1.0,283.0,0.0,1618.0,4,1502.0,IL
634344,20161687689,0.2475,2,ORD,1.0,1.0,AA,1.0,303.0,0.0,1224.0,3,1224.0,IL
1360119,20161688247,0.58,1,ORD,0.0,1.0,AA,1.0,515.0,0.0,888.0,2,888.0,IL
373455,20161690638,0.2865,2,ORD,0.0,1.0,AA,1.0,532.0,0.0,1857.0,4,1857.0,IL
1007826,20161719051,0.2789,1,ORD,0.0,1.0,AA,7.0,480.0,0.0,1721.0,4,1721.0,IL
2647328,2016150994,0.3575,2,MDW,1.0,1.0,9E,1.0,163.0,0.0,456.0,1,456.0,IL
721610,201612293699,0.5137,2,ORD,1.0,1.0,EV,1.0,488.0,0.0,950.0,2,950.0,IL
2842467,201612291120,0.365,2,ORD,1.0,1.0,EV,1.0,403.0,0.0,1104.0,3,1104.0,IL
2860412,20161710437,0.4078,2,ORD,1.0,1.0,AA,1.0,933.0,0.0,2288.0,5,2288.0,IL
3223180,20161685533,0.4072,3,ORD,1.0,0.0,AA,1.0,507.0,0.0,1375.0,3,1245.0,IL
179244,201613510382,0.0722,2,ORD,1.0,0.0,UA,1.0,208.0,0.0,2880.0,6,2880.0,IL
1548921,201613497814,0.1572,2,ORD,1.0,0.0,UA,1.0,476.0,0.0,3028.0,7,3028.0,IL
1395447,201613495001,0.2771,2,ORD,0.0,0.0,UA,1.0,529.0,0.0,1909.0,4,1909.0,IL
1733620,20161713999,0.1438,2,ORD,1.0,1.0,AA,4.0,414.0,0.0,2880.0,6,2880.0,IL
1078602,201612422305,0.2789,1,ORD,0.0,1.0,G7,1.0,169.0,0.0,606.0,2,606.0,IL
1179804,201613505238,0.1261,1,ORD,0.0,1.0,UA,15.0,151.0,0.0,1197.0,3,1197.0,IL
3404529,201611067878,0.0615,4,ORD,1.0,1.0,AS,2.0,541.0,0.0,8796.0,18,8796.0,IL
65843,201613520232,0.1107,2,ORD,1.0,1.0,UA,1.0,382.0,0.0,3452.0,7,3452.0,IL
2529940,20161699147,0.1039,5,ORD,1.0,0.0,AA,1.0,498.0,0.0,4791.0,10,4791.0,IL
512042,201612864911,0.3472,2,ORD,1.0,1.0,OO,2.0,425.0,0.0,1224.0,3,1224.0,IL
536809,20161718338,0.0589,2,ORD,1.0,1.0,AA,1.0,203.0,0.0,3446.0,7,3446.0,IL
310358,201614112774,0.6562,2,MDW,1.0,1.0,WN,1.0,458.0,0.0,698.0,2,698.0,IL
1574879,201612425416,0.2271,2,ORD,1.0,0.0,G7,1.0,308.0,0.0,1356.0,3,1356.0,IL
798561,201614106105,0.2014,2,MDW,1.0,1.0,WN,1.0,470.0,0.0,2334.0,5,2334.0,IL
1409210,20161713800,0.1021,2,ORD,1.0,1.0,AA,1.0,294.0,0.0,2880.0,6,2880.0,IL
1305921,201612537442,1.1711,1,ORD,0.0,1.0,MQ,1.0,842.0,0.0,719.0,2,719.0,IL
118486,201614103255,0.1816,2,MDW,1.0,1.0,WN,1.0,288.0,0.0,1586.0,4,1586.0,IL
1514649,201614115706,0.2869,2,MDW,0.0,1.0,WN,1.0,600.0,0.0,2091.0,5,2091.0,IL
217802,201613495577,0.2665,2,ORD,1.0,1.0,UA,2.0,493.0,0.0,1850.0,4,1850.0,IL
1665850,201613048277,0.3486,2,ORD,1.0,1.0,S5,1.0,511.0,0.0,1466.0,3,1466.0,IL
73835,201613478798,0.2897,2,ORD,1.0,0.0,UA,1.0,237.0,0.0,818.0,2,818.0,IL
1095094,201613482668,0.5458,1,ORD,0.0,1.0,UA,1.0,334.0,0.0,612.0,2,612.0,IL
202060,20161713956,0.1337,2,ORD,1.0,1.0,AA,5.0,385.0,0.0,2880.0,6,2880.0,IL
86738,201614105242,0.6952,2,MDW,1.0,1.0,WN,1.0,317.0,0.0,456.0,1,456.0,IL
255346,201613501441,0.1767,2,ORD,1.0,0.0,UA,1.0,259.0,0.0,1466.0,3,1466.0,IL
394750,201612293307,0.3666,2,ORD,1.0,0.0,EV,1.0,445.0,0.0,1214.0,3,1214.0,IL
1804130,20161690680,0.2442,4,ORD,1.0,0.0,AA,1.0,460.0,0.0,1884.0,4,1884.0,IL
2368004,201613516771,0.0816,4,ORD,1.0,1.0,UA,2.0,683.0,0.0,8368.0,17,8368.0,IL
2515037,201613488595,0.2266,5,ORD,1.0,0.0,UA,1.0,672.0,0.0,2966.0,6,2966.0,IL
3397622,201611830309,0.1607,4,MDW,1.0,1.0,DL,1.0,365.0,0.0,2272.0,5,2272.0,IL
2322886,201613515000,0.13,4,ORD,1.0,0.0,UA,1.0,846.0,0.0,6508.0,14,6508.0,IL
1963240,201611830068,0.136,4,MDW,1.0,0.0,DL,1.0,348.0,0.0,2558.0,6,2558.0,IL
311666,201614100941,0.2046,2,MDW,1.0,1.0,WN,1.0,250.0,0.0,1222.0,3,1222.0,IL
1395918,20161719478,0.1537,2,ORD,1.0,1.0,AA,2.0,529.0,0.0,3442.0,7,3442.0,IL
1159364,20161696309,0.3639,1,ORD,0.0,1.0,AA,2.0,551.0,0.0,1514.0,4,1514.0,IL
2312687,201613488134,0.1107,4,ORD,1.0,1.0,UA,1.0,582.0,0.0,5259.0,11,5259.0,IL
1570368,20161688571,0.1886,2,ORD,1.0,0.0,AA,1.0,335.0,0.0,1776.0,4,1776.0,IL
2838761,201613514592,0.2356,2,ORD,1.0,1.0,UA,1.0,812.0,0.0,3446.0,7,3446.0,IL
1466223,201611936463,0.1594,2,ORD,0.0,1.0,DL,1.0,298.0,0.0,1869.0,4,1869.0,IL
287435,201612537227,0.2063,2,ORD,1.0,1.0,MQ,1.0,510.0,0.0,2472.0,5,2472.0,IL
2655661,201614112977,0.1715,2,MDW,0.0,1.0,WN,1.0,236.0,0.0,1376.0,3,1376.0,IL
437682,20161697958,0.1083,2,ORD,0.0,1.0,AA,1.0,472.0,0.0,4359.0,9,4359.0,IL
731946,201613519322,0.2213,2,ORD,1.0,1.0,UA,1.0,917.0,0.0,4144.0,9,4144.0,IL
1696426,201612292078,0.311,2,ORD,1.0,0.0,EV,2.0,446.0,0.0,1434.0,3,1434.0,IL
1563696,20161713968,0.1354,2,ORD,1.0,1.0,AA,10.0,390.0,0.0,2880.0,6,2880.0,IL
